Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2017);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Publisher;Coverage;Categories
300;24709;"Materials Research Bulletin";journal;"00255408";0,746;Q2;96;585;1944;22468;5502;1933;3,01;38,41;United Kingdom;"Elsevier Ltd.";"1966-ongoing";"Condensed Matter Physics (Q2); Materials Science (miscellaneous) (Q2); Mechanical Engineering (Q2); Mechanics of Materials (Q2)"
301;16919;"Biometals";journal;"15728773, 09660844";0,744;Q1;94;80;297;4066;823;291;2,54;50,83;Netherlands;"Kluwer Academic Publishers";"1992-ongoing";"Agricultural and Biological Sciences (miscellaneous) (Q1); Metals and Alloys (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q2); Biomaterials (Q2)"
302;12160;"Journal of Laser Applications";journal;"1042346X";0,741;Q1;43;111;229;2372;397;223;1,78;21,37;United States;"Laser Institute of America";"1990-ongoing";"Electronic, Optical and Magnetic Materials (Q1); Instrumentation (Q1); Atomic and Molecular Physics, and Optics (Q2); Biomedical Engineering (Q2)"
303;12157;"Journal of Electron Spectroscopy and Related Phenomena";journal;"03682048";0,738;Q1;80;88;400;3418;646;386;1,65;38,84;Netherlands;"Elsevier BV";"1972-ongoing";"Electronic, Optical and Magnetic Materials (Q1); Radiation (Q1); Atomic and Molecular Physics, and Optics (Q2); Condensed Matter Physics (Q2); Physical and Theoretical Chemistry (Q2); Spectroscopy (Q2)"
304;21100446963;"Materials for Renewable and Sustainable Energy";journal;"21941459, 21941467";0,738;Q1;12;14;61;646;179;61;2,78;46,14;Switzerland;"Springer International Publishing AG";"2014-ongoing";"Electronic, Optical and Magnetic Materials (Q1); Materials Chemistry (Q1); Fuel Technology (Q2); Renewable Energy, Sustainability and the Environment (Q2)"
305;12346;"Optics and Laser Technology";journal;"00303992";0,737;Q1;63;386;907;11446;2485;903;2,80;29,65;Netherlands;"Elsevier BV";"1970-ongoing";"Electrical and Electronic Engineering (Q1); Electronic, Optical and Magnetic Materials (Q1); Atomic and Molecular Physics, and Optics (Q2)"
306;26779;"Artificial Organs";journal;"15251594, 0160564X";0,736;Q2;69;190;545;4886;1088;460;2,30;25,72;United Kingdom;"Blackwell Publishing Inc.";"1977-ongoing";"Bioengineering (Q2); Biomaterials (Q2); Biomedical Engineering (Q2); Medicine (miscellaneous) (Q2)"
307;21100833818;"Biomaterials Research";journal;"20557124";0,735;Q1;14;24;81;1135;235;76;2,77;47,29;United States;"John Wiley and Sons Inc.";"2014-ongoing";"Ceramics and Composites (Q1); Biomaterials (Q2); Biomedical Engineering (Q2); Medicine (miscellaneous) (Q2)"
308;25901;"Journal of Polymer Science, Part A: Polymer Chemistry";journal;"10990518, 0887624X";0,735;Q1;141;405;1097;20826;2797;1088;2,61;51,42;United States;"John Wiley & Sons Inc.";"1986-ongoing";"Materials Chemistry (Q1); Polymers and Plastics (Q1); Organic Chemistry (Q2)"
309;76627;"Materials";journal;"19961944";0,732;Q2;83;1494;2074;67062;6542;2049;2,71;44,89;Switzerland;"MDPI Open Access Publishing";"2009-ongoing";"Materials Science (miscellaneous) (Q2)"
310;21100264506;"Biotribology";journal;"23525738";0,731;Q1;8;31;37;1310;89;36;2,47;42,26;United Kingdom;"Elsevier Limited";"2015-ongoing";"Surfaces, Coatings and Films (Q1); Biomaterials (Q2)"
311;20410;"Proceedings of the Institution of Mechanical Engineers, Part J: Journal of Engineering Tribology";journal;"13506501";0,725;Q1;50;133;384;3923;560;372;1,43;29,50;United Kingdom;"SAGE Publications Inc.";"1994-ongoing";"Surfaces, Coatings and Films (Q1); Mechanical Engineering (Q2); Surfaces and Interfaces (Q2)"
312;27376;"Metals and Materials International";journal;"15989623";0,724;Q1;36;149;460;4589;796;441;2,04;30,80;South Korea;"Korean Institute of Metals and Materials";"1996-ongoing";"Materials Chemistry (Q1); Metals and Alloys (Q1); Condensed Matter Physics (Q2); Mechanics of Materials (Q2)"
313;28547;"Journal of Non-Crystalline Solids";journal;"00223093";0,722;Q1;130;461;1365;18388;3419;1347;2,61;39,89;Netherlands;"Elsevier BV";"1968-ongoing";"Ceramics and Composites (Q1); Electronic, Optical and Magnetic Materials (Q1); Materials Chemistry (Q1); Condensed Matter Physics (Q2)"
314;13689;"Plasma Chemistry and Plasma Processing";journal;"02724324, 15728986";0,719;Q1;57;99;254;4222;763;249;3,05;42,65;United States;"Kluwer Academic/Plenum Publishers";"1981-ongoing";"Chemical Engineering (miscellaneous) (Q1); Surfaces, Coatings and Films (Q1); Chemistry (miscellaneous) (Q2); Condensed Matter Physics (Q2)"
315;28570;"Journal of Physics D: Applied Physics";journal;"00223727";0,717;Q1;172;1285;2889;59826;7877;2835;2,48;46,56;United Kingdom;"Institute of Physics Publishing";"1967-ongoing";"Acoustics and Ultrasonics (Q1); Surfaces, Coatings and Films (Q1); Condensed Matter Physics (Q2); Electronic, Optical and Magnetic Materials (Q2)"
316;16074;"Journal of Biomedical Materials Research - Part B Applied Biomaterials";journal;"15524973";0,715;Q2;94;256;553;11269;1662;547;3,03;44,02;United States;"John Wiley & Sons Inc.";"2003-ongoing";"Biomaterials (Q2); Biomedical Engineering (Q2)"
317;5200152801;"Nanoscale Research Letters";journal;"1556276X, 19317573";0,713;Q2;81;630;1767;21831;5206;1750;3,04;34,65;Germany;"Springer Verlag";"2006-ongoing";"Condensed Matter Physics (Q2); Materials Science (miscellaneous) (Q2); Nanoscience and Nanotechnology (Q2)"
318;25001;"Holzforschung";journal;"00183830, 1437434X";0,709;Q2;67;122;386;4688;789;382;2,16;38,43;Germany;"Walter de Gruyter GmbH";"1977, 1983, 1986, 1989-1990, 1995-ongoing";"Biomaterials (Q2)"
319;24831;"Quantum Information Processing";journal;"15700755";0,708;Q2;44;316;792;12619;1889;782;2,47;39,93;Netherlands;"Kluwer Academic Publishers";"2004-ongoing";"Electrical and Electronic Engineering (Q1); Signal Processing (Q1); Electronic, Optical and Magnetic Materials (Q2); Modeling and Simulation (Q2); Statistical and Nonlinear Physics (Q2); Theoretical Computer Science (Q2)"
320;13300154705;"Electronic Materials Letters";journal;"17388090";0,704;Q2;29;74;469;2388;1035;462;2,92;32,27;South Korea;"Korean Institute of Metals and Materials";"2008-ongoing";"Electronic, Optical and Magnetic Materials (Q2)"
321;14544;"Rheologica Acta";journal;"00354511";0,704;Q2;69;80;231;4030;454;225;1,87;50,38;Germany;"Springer Verlag";"1958, 1961-ongoing";"Condensed Matter Physics (Q2); Materials Science (miscellaneous) (Q2)"
322;17613;"Physics and Chemistry of Minerals";journal;"14322021, 03421791";0,702;Q2;64;64;216;2779;385;209;1,82;43,42;Germany;"Springer Verlag";"1977-ongoing";"Geochemistry and Petrology (Q2); Materials Science (miscellaneous) (Q2)"
323;13660;"Sensors and Actuators, A: Physical";journal;"09244247";0,699;Q1;139;534;1393;16270;4041;1374;2,69;30,47;Netherlands;"Elsevier BV";"1989-ongoing";"Electrical and Electronic Engineering (Q1); Instrumentation (Q1); Metals and Alloys (Q1); Condensed Matter Physics (Q2); Electronic, Optical and Magnetic Materials (Q2); Surfaces, Coatings and Films (Q2)"
324;10900153324;"Particuology";journal;"16742001";0,697;Q2;48;104;364;4396;1178;358;3,05;42,27;Netherlands;"Elsevier BV";"2008-ongoing";"Chemical Engineering (miscellaneous) (Q1); Condensed Matter Physics (Q2); Materials Science (miscellaneous) (Q2)"
325;11700154323;"Image Analysis and Stereology";journal;"15803139";0,689;Q2;14;22;57;921;135;53;1,76;41,86;Slovenia;"Slovenian Society for Stereology and Quantitative Image Analysis";"2008-ongoing";"Computer Vision and Pattern Recognition (Q1); Instrumentation (Q1); Acoustics and Ultrasonics (Q2); Biotechnology (Q2); Materials Science (miscellaneous) (Q2); Mathematics (miscellaneous) (Q2); Radiology, Nuclear Medicine and Imaging (Q2); Signal Processing (Q2)"
326;21100245718;"ECS Electrochemistry Letters";journal;"21628726, 21628734";0,688;Q1;25;0;216;0;431;213;2,21;0,00;United States;"The Electrochemical Society";"2012-2015";"Materials Chemistry (Q1); Electrochemistry (Q2); Fuel Technology (Q2)"
327;13787;"Journal of Thermal Spray Technology";journal;"15441016, 10599630";0,688;Q1;72;172;454;6367;1067;446;2,27;37,02;United States;"Springer New York LLC";"1992-ongoing";"Materials Chemistry (Q1); Condensed Matter Physics (Q2); Surfaces, Coatings and Films (Q2)"
328;12320;"Journal of the Optical Society of America A: Optics and Image Science, and Vision";journal;"15208532, 10847529";0,687;Q2;144;268;1024;8141;1865;1003;1,75;30,38;United States;"Optical Society of America";"1984-1986, 1993-ongoing";"Computer Vision and Pattern Recognition (Q1); Atomic and Molecular Physics, and Optics (Q2); Electronic, Optical and Magnetic Materials (Q2); Medicine (miscellaneous) (Q2)"
329;24680;"Diamond and Related Materials";journal;"09259635";0,686;Q1;101;241;536;8687;1343;530;2,41;36,05;Netherlands;"Elsevier BV";"1991-ongoing";"Electrical and Electronic Engineering (Q1); Materials Chemistry (Q1); Chemistry (miscellaneous) (Q2); Electronic, Optical and Magnetic Materials (Q2); Mechanical Engineering (Q2); Physics and Astronomy (miscellaneous) (Q2)"
330;21100853518;"Journal of Functional Biomaterials";journal;"20794983";0,685;Q3;13;0;18;0;76;18;4,35;0,00;Switzerland;"MDPI AG";"2015-ongoing";"Biomedical Engineering (Q2); Biomaterials (Q3)"
331;21100466461;"Friction";journal;"22237704, 22237690";0,684;Q2;19;35;100;1596;191;93;2,03;45,60;China;"Tsinghua University Press";"2013-ongoing";"Mechanical Engineering (Q2); Surfaces, Coatings and Films (Q2)"
332;17870;"Nondestructive Testing and Evaluation";journal;"10589759";0,684;Q2;25;27;74;689;137;73;1,87;25,52;United Kingdom;"Taylor & Francis";"1989-2003, 2005-ongoing";"Materials Science (miscellaneous) (Q2); Mechanical Engineering (Q2); Mechanics of Materials (Q2); Physics and Astronomy (miscellaneous) (Q2)"
333;14456;"Polymer International";journal;"10970126, 09598103";0,680;Q1;95;219;651;10914;1516;636;2,36;49,84;United States;"John Wiley & Sons Inc.";"1991-ongoing";"Polymers and Plastics (Q1)"
334;4700152486;"Plasmonics";journal;"15571955";0,679;Q2;45;298;621;8277;1429;612;2,24;27,78;Germany;"Springer Verlag";"2006-ongoing";"Biophysics (Q2); Biotechnology (Q2); Nanoscience and Nanotechnology (Q2); Biochemistry (Q3)"
335;18375;"Synthetic Metals";journal;"03796779";0,672;Q1;132;239;1122;10732;2865;1108;2,71;44,90;Netherlands;"Elsevier BV";"1979-ongoing";"Materials Chemistry (Q1); Metals and Alloys (Q1); Condensed Matter Physics (Q2); Electronic, Optical and Magnetic Materials (Q2); Mechanical Engineering (Q2); Mechanics of Materials (Q2)"
336;17798;"Materials at High Temperatures";journal;"09603409";0,669;Q1;34;57;184;1305;239;178;1,41;22,89;United Kingdom;"Maney Publishing";"1991-ongoing";"Ceramics and Composites (Q1); Materials Chemistry (Q1); Metals and Alloys (Q1); Condensed Matter Physics (Q2); Mechanical Engineering (Q2); Mechanics of Materials (Q2)"
337;14464;"Polymer Testing";journal;"01429418";0,669;Q1;86;404;690;13421;1751;658;2,47;33,22;Netherlands;"Elsevier BV";"1980-ongoing";"Polymers and Plastics (Q1); Organic Chemistry (Q2)"
338;25199;"Journal of Solid State Electrochemistry";journal;"14328488";0,661;Q2;74;366;1111;17071;2717;1085;2,51;46,64;Germany;"Springer Verlag";"1997-ongoing";"Electrical and Electronic Engineering (Q1); Condensed Matter Physics (Q2); Materials Science (miscellaneous) (Q2); Electrochemistry (Q3)"
339;26091;"Wood Science and Technology";journal;"00437719, 14325225";0,659;Q2;62;93;253;3653;476;247;1,84;39,28;Germany;"Springer Verlag";"1967-ongoing";"Forestry (Q1); Industrial and Manufacturing Engineering (Q1); Materials Science (miscellaneous) (Q2); Plant Science (Q2)"
340;28427;"Fire Technology";journal;"15728099, 00152684";0,658;Q2;35;93;274;2952;460;246;1,86;31,74;Netherlands;"Kluwer Academic Publishers";"1965-ongoing";"Materials Science (miscellaneous) (Q2); Safety, Risk, Reliability and Quality (Q2)"
341;19600157213;"GAMM Mitteilungen";journal;"09367195";0,656;Q2;13;11;45;295;55;38;1,26;26,82;Germany;"Wiley - V C H Verlag GmbbH & Co.";"2009-ongoing";"Applied Mathematics (Q2); Materials Science (miscellaneous) (Q2); Physics and Astronomy (miscellaneous) (Q2)"
342;27009;"Oxidation of Metals";journal;"0030770X, 15734889";0,655;Q1;67;123;227;3171;352;223;1,62;25,78;United States;"Kluwer Academic/Plenum Publishers";"1969-ongoing";"Materials Chemistry (Q1); Metals and Alloys (Q1); Inorganic Chemistry (Q2)"
343;12040;"Welding Journal";journal;"00432296";0,654;Q1;64;147;387;1505;258;306;0,76;10,24;United States;"American Welding Society";"1969-1990, 1994-ongoing";"Metals and Alloys (Q1); Mechanical Engineering (Q2); Mechanics of Materials (Q2)"
344;5800179580;"Physica Status Solidi (A) Applications and Materials";journal;"18626300, 18626319";0,648;Q1;94;430;1336;14238;2506;1293;1,96;33,11;Germany;"Wiley - V C H Verlag GmbbH & Co.";"1983, 1987, 2005-ongoing";"Electrical and Electronic Engineering (Q1); Materials Chemistry (Q1); Condensed Matter Physics (Q2); Electronic, Optical and Magnetic Materials (Q2); Surfaces and Interfaces (Q2); Surfaces, Coatings and Films (Q2)"
345;27477;"Current Applied Physics";journal;"15671739";0,647;Q2;75;257;917;9421;1960;903;2,14;36,66;Netherlands;"Elsevier BV";"2001-ongoing";"Materials Science (miscellaneous) (Q2); Physics and Astronomy (miscellaneous) (Q2)"
346;21122;"Ironmaking and Steelmaking";journal;"03019233";0,647;Q1;37;139;310;2306;383;302;1,31;16,59;United Kingdom;"Maney Publishing";"1974-ongoing";"Metals and Alloys (Q1); Materials Chemistry (Q2); Mechanical Engineering (Q2); Mechanics of Materials (Q2)"
347;21178;"Journal of Materials Science: Materials in Medicine";journal;"15734838, 09574530";0,647;Q3;111;195;680;7481;1997;669;2,74;38,36;Netherlands;"Kluwer Academic Publishers";"1990-ongoing";"Bioengineering (Q2); Biomedical Engineering (Q2); Biophysics (Q2); Biomaterials (Q3)"
348;25194;"Journal of Applied Electrochemistry";journal;"15728838, 0021891X";0,646;Q2;97;120;398;4739;940;390;2,32;39,49;Netherlands;"Kluwer Academic Publishers";"1955, 1971-ongoing";"Chemical Engineering (miscellaneous) (Q2); Materials Chemistry (Q2); Electrochemistry (Q3)"
349;17061;"Lubrication Science";journal;"09540075";0,645;Q2;30;37;104;1161;168;102;1,53;31,38;United States;"Wiley-Blackwell";"1988-ongoing";"Materials Chemistry (Q2); Surfaces, Coatings and Films (Q2)"
350;130141;"Microfluidics and Nanofluidics";journal;"16134982, 16134990";0,641;Q2;75;181;634;7862;1653;623;2,46;43,44;Germany;"Springer Verlag";"2004-ongoing";"Condensed Matter Physics (Q2); Electronic, Optical and Magnetic Materials (Q2); Materials Chemistry (Q2); Nanoscience and Nanotechnology (Q2)"
351;13106;"Journal of the American Helicopter Society";journal;"00028711";0,637;Q2;49;43;127;1143;246;126;1,88;26,58;United States;"American Helicopter Society";"1969-ongoing";"Aerospace Engineering (Q1); Materials Science (miscellaneous) (Q2); Mechanical Engineering (Q2); Mechanics of Materials (Q2)"
352;21100297834;"Biomatter";journal;"21592527, 21592535";0,634;Q3;23;0;28;0;88;28;2,56;0,00;United States;"Landes Bioscience";"2011-ongoing";"Biomedical Engineering (Q2); Medicine (miscellaneous) (Q2); Biomaterials (Q3)"
353;26675;"Materials Science in Semiconductor Processing";journal;"13698001";0,634;Q2;49;460;1672;17909;4415;1660;2,76;38,93;United Kingdom;"Elsevier Ltd.";"1998-ongoing";"Condensed Matter Physics (Q2); Materials Science (miscellaneous) (Q2); Mechanical Engineering (Q2); Mechanics of Materials (Q2)"
354;21100823385;"Defence Technology";journal;"22149147";0,633;Q1;15;60;155;1322;283;151;1,93;22,03;China;"China Ordnance Society";"2013-ongoing";"Ceramics and Composites (Q1); Computational Mechanics (Q2); Mechanical Engineering (Q2); Metals and Alloys (Q2)"
355;26972;"Journal of Solid State Chemistry";journal;"1095726X, 00224596";0,632;Q1;129;398;1359;17716;3087;1350;2,28;44,51;United States;"Elsevier Inc.";"1969-ongoing";"Ceramics and Composites (Q1); Condensed Matter Physics (Q2); Electronic, Optical and Magnetic Materials (Q2); Inorganic Chemistry (Q2); Materials Chemistry (Q2); Physical and Theoretical Chemistry (Q2)"
356;21100416140;"Nano-Structures and Nano-Objects";journal;"2352507X";0,632;Q2;14;74;40;3521;126;40;3,15;47,58;Netherlands;"Elsevier BV";"2015-ongoing";"Atomic and Molecular Physics, and Optics (Q2); Condensed Matter Physics (Q2); Materials Science (miscellaneous) (Q2); Physical and Theoretical Chemistry (Q2)"
357;25506;"Nordic Pulp and Paper Research Journal";journal;"02832631";0,623;Q2;45;76;229;2622;327;227;1,28;34,50;Sweden;"Mentor Communications AB";"1988, 1990, 1996-ongoing";"Forestry (Q1); Materials Science (miscellaneous) (Q2)"
358;21655;"Journal of Biomaterials Applications";journal;"08853282";0,621;Q3;46;107;398;4983;988;396;2,23;46,57;United States;"SAGE Publications";"1986-ongoing";"Biomedical Engineering (Q2); Biomaterials (Q3)"
359;12347;"Thin Solid Films";journal;"00406090";0,617;Q2;175;756;3004;24968;6020;2963;2,03;33,03;Switzerland;"Elsevier Sequoia";"1967-ongoing";"Electronic, Optical and Magnetic Materials (Q2); Materials Chemistry (Q2); Metals and Alloys (Q2); Surfaces and Interfaces (Q2); Surfaces, Coatings and Films (Q2)"
360;21100423216;"Journal of Astronomical Telescopes, Instruments, and Systems";journal;"23294221, 23294124";0,616;Q2;16;34;116;1070;296;109;2,72;31,47;United States;"SPIE";"2015-ongoing";"Control and Systems Engineering (Q2); Electronic, Optical and Magnetic Materials (Q2); Instrumentation (Q2); Mechanical Engineering (Q2); Astronomy and Astrophysics (Q3); Space and Planetary Science (Q3)"
361;17800;"Materials Chemistry and Physics";journal;"02540584";0,615;Q2;132;768;2237;31535;5330;2234;2,33;41,06;Netherlands;"Elsevier BV";"1982-ongoing";"Condensed Matter Physics (Q2); Materials Science (miscellaneous) (Q2)"
362;12352;"Optics Communications";journal;"00304018";0,614;Q2;120;1037;2814;28265;5394;2714;2,13;27,26;Netherlands;"Elsevier BV";"1969-ongoing";"Electrical and Electronic Engineering (Q1); Atomic and Molecular Physics, and Optics (Q2); Electronic, Optical and Magnetic Materials (Q2); Physical and Theoretical Chemistry (Q2)"
363;21160;"Journal of Materials Engineering and Performance";journal;"10599495, 15441024";0,611;Q2;54;642;1683;20007;2851;1659;1,47;31,16;United States;"Springer New York LLC";"1992-ongoing";"Materials Science (miscellaneous) (Q2); Mechanical Engineering (Q2); Mechanics of Materials (Q2)"
364;130075;"Plasma Processes and Polymers";journal;"16128869, 16128850";0,611;Q1;63;134;365;7081;978;350;2,64;52,84;Germany;"Wiley - V C H Verlag GmbbH & Co.";"2004-ongoing";"Polymers and Plastics (Q1); Condensed Matter Physics (Q2)"
365;20344;"Fusion Engineering and Design";journal;"09203796";0,610;Q2;67;816;1837;12556;3023;1826;1,55;15,39;Netherlands;"Elsevier BV";"1984-ongoing";"Civil and Structural Engineering (Q2); Materials Science (miscellaneous) (Q2); Mechanical Engineering (Q2); Nuclear Energy and Engineering (Q2)"
366;21161;"Journal of Materials Research";journal;"08842914";0,610;Q2;133;461;1218;20314;1983;1166;1,51;44,07;United Kingdom;"Cambridge University Press";"1986-ongoing";"Condensed Matter Physics (Q2); Materials Science (miscellaneous) (Q2); Mechanical Engineering (Q2); Mechanics of Materials (Q2)"
367;19700201682;"International Journal of Smart and Nano Materials";journal;"19475411, 1947542X";0,608;Q2;18;12;55;713;168;55;4,00;59,42;United Kingdom;"Taylor and Francis Inc.";"2010-ongoing";"Materials Science (miscellaneous) (Q2)"
368;26696;"Microelectronic Engineering";journal;"01679317";0,604;Q2;89;289;1205;7227;2345;1180;2,09;25,01;Netherlands;"Elsevier BV";"1977, 1983-ongoing";"Electrical and Electronic Engineering (Q1); Atomic and Molecular Physics, and Optics (Q2); Condensed Matter Physics (Q2); Electronic, Optical and Magnetic Materials (Q2); Nanoscience and Nanotechnology (Q2); Surfaces, Coatings and Films (Q2)"
369;21100356802;"Sensing and Bio-Sensing Research";journal;"22141804";0,604;Q2;15;51;159;2423;376;157;2,37;47,51;Netherlands;"Elsevier BV";"2014-ongoing";"Electrical and Electronic Engineering (Q1); Biotechnology (Q2); Electronic, Optical and Magnetic Materials (Q2); Signal Processing (Q2)"
370;29140;"Physica Status Solidi (B): Basic Research";journal;"15213951, 03701972";0,602;Q2;96;367;1073;14543;1867;1043;1,81;39,63;United Kingdom;"John Wiley & Sons Ltd.";"1961-ongoing";"Condensed Matter Physics (Q2); Electronic, Optical and Magnetic Materials (Q2)"
371;25828;"Colloid and Polymer Science";journal;"0303402X, 14351536";0,597;Q1;79;240;918;9301;1859;907;1,99;38,75;Germany;"Springer Verlag";"1974-ongoing";"Polymers and Plastics (Q1); Colloid and Surface Chemistry (Q2); Materials Chemistry (Q2); Physical and Theoretical Chemistry (Q2)"
372;29121;"Physica E: Low-Dimensional Systems and Nanostructures";journal;"13869477";0,595;Q2;82;368;1174;14635;2814;1170;2,36;39,77;Netherlands;"Elsevier BV";"1973-1974, 1997-ongoing";"Atomic and Molecular Physics, and Optics (Q2); Condensed Matter Physics (Q2); Electronic, Optical and Magnetic Materials (Q2); Nanoscience and Nanotechnology (Q2)"
373;14470;"Polymers for Advanced Technologies";journal;"10427147, 10991581";0,595;Q1;82;241;588;8453;1261;582;2,16;35,07;United States;"John Wiley & Sons Inc.";"1990-ongoing";"Polymers and Plastics (Q1)"
374;28564;"Journal of Physics and Chemistry of Solids";journal;"00223697";0,594;Q2;97;354;698;14200;1543;690;2,26;40,11;United Kingdom;"Elsevier Ltd.";"1956-ongoing";"Chemistry (miscellaneous) (Q2); Condensed Matter Physics (Q2); Materials Science (miscellaneous) (Q2)"
375;21100266597;"ECS Journal of Solid State Science and Technology";journal;"21628777, 21628769";0,593;Q2;39;370;814;12175;1570;796;2,05;32,91;United States;"Electrochemical Society, Inc.";"2012-ongoing";"Electronic, Optical and Magnetic Materials (Q2)"
376;13600154724;"Biomicrofluidics";journal;"19321058";0,592;Q2;51;116;525;5645;1286;515;2,52;48,66;United States;"American Institute of Physics";"2007-ongoing";"Condensed Matter Physics (Q2); Materials Science (miscellaneous) (Q2); Nanoscience and Nanotechnology (Q2); Physical and Theoretical Chemistry (Q2); Genetics (Q3); Molecular Biology (Q3)"
377;24703;"Journal of Crystal Growth";journal;"00220248";0,592;Q2;136;805;1812;20907;3383;1779;1,82;25,97;Netherlands;"Elsevier BV";"1967-ongoing";"Condensed Matter Physics (Q2); Inorganic Chemistry (Q2); Materials Chemistry (Q2)"
378;12318;"Optical Materials";journal;"09253467";0,592;Q2;92;676;1644;24250;4040;1629;2,41;35,87;Netherlands;"Elsevier BV";"1992-ongoing";"Computer Science (miscellaneous) (Q1); Electrical and Electronic Engineering (Q1); Atomic and Molecular Physics, and Optics (Q2); Electronic, Optical and Magnetic Materials (Q2)"
379;93516;"Polymer Science - Series C";journal;"18112382";0,592;Q1;19;15;31;667;68;31;1,57;44,47;Russian Federation;"Maik Nauka/Interperiodica Publishing";"2000-ongoing";"Polymers and Plastics (Q1); Chemistry (miscellaneous) (Q2); Materials Chemistry (Q2)"
380;144897;"Guangxue Jingmi Gongcheng/Optics and Precision Engineering";journal;"1004924X";0,582;Q2;34;452;1464;7926;1672;1464;1,12;17,54;China;"Chinese Academy of Sciences";"2005-ongoing";"Atomic and Molecular Physics, and Optics (Q2); Electronic, Optical and Magnetic Materials (Q2)"
381;21100239623;"International Journal of Applied Glass Science";journal;"20411286, 20411294";0,582;Q2;28;58;145;1754;305;133;1,98;30,24;United Kingdom;"John Wiley and Sons Ltd";"2010-ongoing";"Materials Science (miscellaneous) (Q2)"
382;20498;"Applied Composite Materials";journal;"0929189X, 15734897";0,580;Q1;44;118;174;2841;287;171;1,38;24,08;Netherlands;"Kluwer Academic Publishers";"1994-ongoing";"Ceramics and Composites (Q1)"
383;24705;"Liquid Crystals";journal;"02678292, 13665855";0,580;Q2;71;227;634;9359;1485;625;2,58;41,23;United Kingdom;"Taylor & Francis";"1986-ongoing";"Chemistry (miscellaneous) (Q2); Condensed Matter Physics (Q2); Materials Science (miscellaneous) (Q2)"
384;28585;"Acta Metallurgica Sinica (English Letters)";journal;"10067191";0,576;Q2;26;135;475;4553;746;475;1,56;33,73;China;"Kexue Chubaneshe/Science Press";"1997-ongoing";"Industrial and Manufacturing Engineering (Q1); Metals and Alloys (Q2)"
385;12333;"Journal of Phase Equilibria and Diffusion";journal;"15477037";0,575;Q2;44;97;229;3126;270;207;1,33;32,23;United States;"Springer New York LLC";"2004-ongoing";"Condensed Matter Physics (Q2); Materials Chemistry (Q2); Metals and Alloys (Q2)"
386;25326;"Solid State Sciences";journal;"12932558";0,574;Q2;79;174;578;7434;1171;569;1,97;42,72;Netherlands;"Elsevier BV";"1974, 1976, 1999-ongoing";"Chemistry (miscellaneous) (Q2); Condensed Matter Physics (Q2); Materials Science (miscellaneous) (Q2)"
387;21959;"Superlattices and Microstructures";journal;"10963677, 07496036";0,574;Q2;66;676;1565;22738;3408;1555;2,15;33,64;United States;"Elsevier Inc.";"1985-ongoing";"Condensed Matter Physics (Q2); Electrical and Electronic Engineering (Q2); Materials Science (miscellaneous) (Q2)"
388;15464;"IEEE Transactions on Nanotechnology";journal;"1536125X";0,572;Q2;73;151;437;4867;1289;427;3,28;32,23;United States;"Institute of Electrical and Electronics Engineers";"2002-ongoing";"Computer Science Applications (Q2); Electrical and Electronic Engineering (Q2); Nanoscience and Nanotechnology (Q2)"
389;21100810714;"Materials Today Chemistry";journal;"24685194";0,572;Q1;8;43;10;2494;14;10;1,40;58,00;United Kingdom;"Elsevier Limited";"2016-ongoing";"Polymers and Plastics (Q1); Colloid and Surface Chemistry (Q2); Electronic, Optical and Magnetic Materials (Q2); Materials Chemistry (Q2); Biomaterials (Q3); Catalysis (Q3)"
390;28462;"Surface Engineering";journal;"02670844";0,572;Q2;39;129;416;3762;872;413;1,93;29,16;United Kingdom;"Maney Publishing";"1985-ongoing";"Conservation (Q1); Condensed Matter Physics (Q2); Materials Chemistry (Q2); Surfaces and Interfaces (Q2); Surfaces, Coatings and Films (Q2)"
391;24801;"Molecular Simulation";journal;"08927022, 10290435";0,571;Q2;50;168;464;8396;661;449;1,46;49,98;United Kingdom;"Taylor & Francis";"1987-ongoing";"Chemical Engineering (miscellaneous) (Q2); Chemistry (miscellaneous) (Q2); Condensed Matter Physics (Q2); Information Systems (Q2); Materials Science (miscellaneous) (Q2); Modeling and Simulation (Q2)"
392;26621;"Journal of Electronic Packaging, Transactions of the ASME";journal;"15289044, 10437398";0,569;Q2;46;49;170;1646;371;165;2,50;33,59;United States;"American Society of Mechanical Engineers";"1989-ongoing";"Computer Science Applications (Q2); Electrical and Electronic Engineering (Q2); Electronic, Optical and Magnetic Materials (Q2); Mechanics of Materials (Q2)"
393;12329;"Journal of Iron and Steel Research International";journal;"1006706X";0,569;Q2;34;171;558;4621;754;556;1,33;27,02;China;"Ganglie Yanjiu Xuebao";"1996-ongoing";"Materials Chemistry (Q2); Mechanics of Materials (Q2); Metals and Alloys (Q2)"
394;12489;"Vacuum";journal;"0042207X";0,569;Q2;75;501;1135;15949;2358;1114;2,24;31,83;United Kingdom;"Elsevier Ltd.";"1951-1956, 1959-ongoing";"Condensed Matter Physics (Q2); Instrumentation (Q2); Surfaces, Coatings and Films (Q2)"
